0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0.00000000000000000000,0.00006571392418814428,0.00012589953819521079,0.00017549361156650957,0.00020762109481519065,0.00022498490713681105,0.00022071857896998123,0.00020058672884720768,0.00016087728187973087,0.00011033657709350498,0.00004781074294645244,-0.00001603440910918730,-0.00008123348841680826,-0.00013689579163686082,-0.00018374432599906103,-0.00021243216302853905,-0.00022595158877025776,-0.00021775955007307231,-0.00019395092341338555,-0.00015112294979561399,-0.00009828432029428220,-0.00003447448070062013,0.00002953273810681721,0.00009375831129457334,0.00014739343359645733,0.00019133165273343381,0.00021647087609267851,0.00022610192366501254,0.00021647087609267851,0.00019133165273343381,0.00014739343359645733,0.00009375831129457334,0.00002953273810681721,-0.00003447448070062013,-0.00009828432029428220,-0.00015112294979561399,-0.00019395092341338555,-0.00021775955007307231,-0.00022595158877025776,-0.00021243216302853905,-0.00018374432599906103,-0.00013689579163686082,-0.00008123348841680826,-0.00001603440910918730,0.00004781074294645244,0.00011033657709350498,0.00016087728187973087,0.00020058672884720768,0.00022071857896998123,0.00022498490713681105,0.00020762109481519065,0.00017549361156650957,0.00012589953819521079,0.00006571392418814428,0.00000000000000000000
