0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0.00000000000000000000,-0.00023039904656034320,-0.00043871247774991115,-0.00061282123124492115,-0.00073267236803833892,-0.00079358888635364349,-0.00078504036153229290,-0.00071315166012490805,-0.00057856485184377201,-0.00039800801609065511,-0.00018126513824791968,0.00004802416502052928,0.00027597619583520281,0.00047800834599357400,0.00064252997801185529,0.00075029468790422684,0.00079764226778845915,0.00077518380603176979,0.00069021436936577622,0.00054447646949810631,0.00035563629284394841,0.00013417467675975924,-0.00009587178916587786,-0.00032055570928994490,-0.00051556941150296713,-0.00066991269874490649,-0.00076519543984744274,-0.00079880749654441324,-0.00076519543984744274,-0.00066991269874490649,-0.00051556941150296713,-0.00032055570928994490,-0.00009587178916587786,0.00013417467675975924,0.00035563629284394841,0.00054447646949810631,0.00069021436936577622,0.00077518380603176979,0.00079764226778845915,0.00075029468790422684,0.00064252997801185529,0.00047800834599357400,0.00027597619583520281,0.00004802416502052928,-0.00018126513824791968,-0.00039800801609065511,-0.00057856485184377201,-0.00071315166012490805,-0.00078504036153229290,-0.00079358888635364349,-0.00073267236803833892,-0.00061282123124492115,-0.00043871247774991115,-0.00023039904656034320,0.00000000000000000000
